log_id,transaction_date,raw_query_text,amount,final_tag,final_icon
LOG_1431,2025-12-30,zelle payment to john ref #1270,324.47,Banking,🏦
LOG_1074,2025-12-30,trader joes grocery,464.56,Dining,🍔
LOG_1374,2025-12-31,comcast internet bill,200.44,Utilities,⚡️
LOG_1447,2025-12-31,transfer to saving ref #8213,156.21,Banking,🏦
LOG_1231,2025-12-31,uber eats delivery,182.94,Dining,🍔
LOG_1010,2025-12-31,amzn prime video,390.52,Subscriptions,📺
LOG_1416,2025-12-31,chase credit card auto-pay,401.06,Banking,🏦
LOG_1149,2025-12-31,sq *local coffee shop ref #4182,246.95,Missed Subscriptions,📺
LOG_1130,2025-12-31,PG&E monthly bill,275.56,Utilities,⚡️
LOG_1265,2025-12-31,sq *local coffee shop,331.47,Missed Subscriptions,📺
LOG_1123,2025-12-31,hulu no ads ref #6189,220.45,Subscriptions,📺
LOG_1418,2025-12-31,wire transfer fee,149.83,Banking,🏦
LOG_1195,2025-12-31,hulu no ads ref #8469,24.25,Subscriptions,📺
LOG_1116,2025-12-31,wire transfer fee ref #8574,408.0,Banking,🏦
LOG_1091,2025-12-31,POS DEBIT 12/24/2025 terminal 482,418.81,E-Commerce & ACH,💳
LOG_1093,2025-12-31,mcdonalds doordash ref #1848,252.51,Dining,🍔
LOG_1299,2025-12-31,sq *local coffee shop ref #4768,454.66,Missed Subscriptions,📺
LOG_1298,2025-12-31,disney+ subscription fee,263.48,Local POS & Retail,🏪
LOG_1427,2025-12-31,paypal *ebay purchase,128.3,E-Commerce & ACH,💳
LOG_1181,2026-01-01,disney+ subscription fee ref #8823,376.61,Local POS & Retail,🏪
LOG_1212,2026-01-01,chase credit card auto-pay,280.92,Banking,🏦
LOG_1227,2026-01-01,Netflix monthly charge ref #5751,121.61,Subscriptions,📺
LOG_1302,2026-01-01,wire transfer fee ref #6323,320.42,Banking,🏦
LOG_1394,2026-01-01,at&t wireless phone,93.63,Utilities,⚡️
LOG_1232,2026-01-01,whole foods market ref #8277,68.06,Dining,🍔
LOG_1437,2026-01-01,comcast internet bill ref #6009,13.98,Utilities,⚡️
LOG_1424,2026-01-01,whole foods market ref #3166,333.58,Dining,🍔
LOG_1027,2026-01-01,water service san jose,258.37,Utilities,⚡️
LOG_1024,2026-01-01,water service san jose ref #6809,224.05,Utilities,⚡️
LOG_1266,2026-01-01,Netflix monthly charge ref #3585,103.51,Subscriptions,📺
LOG_1411,2026-01-01,conedison power,211.44,Utilities,⚡️
LOG_1289,2026-01-01,starbucks coffee ref #1547,294.87,Dining,🍔
LOG_1357,2026-01-01,at&t wireless phone ref #9463,226.08,Utilities,⚡️
LOG_1400,2026-01-02,Netflix monthly charge ref #7240,385.32,Subscriptions,📺
LOG_1401,2026-01-02,disney+ subscription fee ref #5324,104.04,Local POS & Retail,🏪
LOG_1470,2026-01-02,amzn prime video,296.04,Subscriptions,📺
LOG_1249,2026-01-02,hulu no ads,284.4,Subscriptions,📺
LOG_1386,2026-01-02,mcdonalds doordash ref #2740,324.72,Dining,🍔
LOG_1202,2026-01-02,apple tv+ sub,162.29,Subscriptions,📺
LOG_1164,2026-01-02,apple tv+ sub,44.1,Subscriptions,📺
LOG_1155,2026-01-02,whole foods market,140.45,Dining,🍔
LOG_1237,2026-01-02,conedison power ref #6839,99.85,Utilities,⚡️
LOG_1245,2026-01-02,at&t wireless phone,93.14,Utilities,⚡️
LOG_1135,2026-01-02,starbucks coffee,117.83,Dining,🍔
LOG_1270,2026-01-02,apple tv+ sub ref #8779,26.56,Subscriptions,📺
LOG_1100,2026-01-02,hulu no ads ref #7611,68.08,Subscriptions,📺
LOG_1193,2026-01-02,apple tv+ sub ref #9813,168.66,Subscriptions,📺
LOG_1347,2026-01-02,mcdonalds doordash ref #3797,360.87,Dining,🍔
LOG_1072,2026-01-02,sq *local coffee shop ref #5950,416.06,Missed Subscriptions,📺
LOG_1358,2026-01-02,at&t wireless phone,347.81,Utilities,⚡️
LOG_1186,2026-01-02,atm withdrawal,458.2,Banking,🏦
LOG_1375,2026-01-02,comcast internet bill ref #6009,259.38,Utilities,⚡️
LOG_1059,2026-01-02,trader joes grocery,478.59,Dining,🍔
LOG_1150,2026-01-03,hulu no ads ref #3977,180.17,Subscriptions,📺
LOG_1491,2026-01-03,amzn prime video ref #9034,365.13,Subscriptions,📺
LOG_1005,2026-01-03,at&t wireless phone,432.07,Utilities,⚡️
LOG_1396,2026-01-03,paypal *ebay purchase ref #4334,159.33,E-Commerce & ACH,💳
LOG_1226,2026-01-03,disney+ subscription fee ref #4538,352.36,Local POS & Retail,🏪
LOG_1268,2026-01-03,apple tv+ sub ref #3291,177.03,Subscriptions,📺
LOG_1323,2026-01-03,mcdonalds doordash ref #7859,35.34,Dining,🍔
LOG_1417,2026-01-03,Netflix monthly charge ref #3388,216.44,Subscriptions,📺
LOG_1161,2026-01-03,Netflix monthly charge ref #2842,420.13,Subscriptions,📺
LOG_1483,2026-01-03,trader joes grocery,150.74,Dining,🍔
LOG_1368,2026-01-03,chase credit card auto-pay,186.1,Banking,🏦
LOG_1389,2026-01-03,amzn prime video,429.8,Subscriptions,📺
LOG_1351,2026-01-03,apple tv+ sub ref #5411,438.44,Subscriptions,📺
LOG_1457,2026-01-03,apple tv+ sub,318.48,Subscriptions,📺
LOG_1197,2026-01-03,paypal *ebay purchase ref #6839,254.83,E-Commerce & ACH,💳
LOG_1335,2026-01-03,mcdonalds doordash ref #4371,125.66,Dining,🍔
LOG_1162,2026-01-04,comcast internet bill ref #4471,125.86,Utilities,⚡️
LOG_1383,2026-01-04,atm withdrawal ref #2525,116.81,Banking,🏦
LOG_1441,2026-01-04,hulu no ads,458.91,Subscriptions,📺
LOG_1244,2026-01-04,sq *local coffee shop,315.39,Missed Subscriptions,📺
LOG_1030,2026-01-04,conedison power,256.49,Utilities,⚡️
LOG_1152,2026-01-04,Spotify premium plan ref #6188,93.68,Subscriptions,📺
LOG_1196,2026-01-04,amzn prime video,417.67,Subscriptions,📺
LOG_1469,2026-01-04,mcdonalds doordash,105.73,Dining,🍔
LOG_1045,2026-01-04,water service san jose ref #1584,186.8,Utilities,⚡️
LOG_1361,2026-01-04,hulu no ads ref #4165,353.06,Subscriptions,📺
LOG_1120,2026-01-04,disney+ subscription fee,159.69,Local POS & Retail,🏪
LOG_1271,2026-01-04,paypal *ebay purchase,104.99,E-Commerce & ACH,💳
LOG_1282,2026-01-04,POS DEBIT 12/24/2025 terminal 482 ref #5162,252.6,E-Commerce & ACH,💳
LOG_1085,2026-01-04,uber eats delivery ref #7037,15.09,Dining,🍔
LOG_1352,2026-01-04,wire transfer fee,480.76,Banking,🏦
LOG_1082,2026-01-04,uber eats delivery ref #3705,18.11,Dining,🍔
LOG_1066,2026-01-05,Spotify premium plan,95.75,Subscriptions,📺
LOG_1363,2026-01-05,whole foods market,248.13,Dining,🍔
LOG_1381,2026-01-05,POS DEBIT 12/24/2025 terminal 482,467.62,E-Commerce & ACH,💳
LOG_1208,2026-01-05,trader joes grocery ref #7511,195.03,Dining,🍔
LOG_1083,2026-01-05,comcast internet bill,22.56,Utilities,⚡️
LOG_1315,2026-01-05,disney+ subscription fee ref #7667,250.02,Local POS & Retail,🏪
LOG_1306,2026-01-05,water service san jose,450.26,Utilities,⚡️
LOG_1291,2026-01-05,mcdonalds doordash,227.45,Dining,🍔
LOG_1102,2026-01-05,zelle payment to john,342.12,Banking,🏦
LOG_1406,2026-01-05,chase credit card auto-pay ref #5165,411.92,Banking,🏦
LOG_1423,2026-01-05,trader joes grocery,396.67,Dining,🍔
LOG_1484,2026-01-06,conedison power,327.14,Utilities,⚡️
LOG_1064,2026-01-06,water service san jose,428.25,Utilities,⚡️
LOG_1127,2026-01-06,zelle payment to john,53.62,Banking,🏦
LOG_1219,2026-01-06,disney+ subscription fee ref #9247,228.89,Local POS & Retail,🏪
LOG_1413,2026-01-06,trader joes grocery ref #3857,495.17,Dining,🍔
LOG_1190,2026-01-07,amzn prime video ref #2517,439.52,Subscriptions,📺
LOG_1278,2026-01-07,apple tv+ sub ref #2442,248.59,Subscriptions,📺
LOG_1121,2026-01-07,transfer to saving,339.19,Banking,🏦
LOG_1333,2026-01-07,uber eats delivery ref #2743,356.48,Dining,🍔
LOG_1110,2026-01-07,transfer to saving,346.88,Banking,🏦
LOG_1409,2026-01-07,trader joes grocery,337.87,Dining,🍔
LOG_1464,2026-01-07,wire transfer fee ref #2970,477.32,Banking,🏦
LOG_1353,2026-01-07,transfer to saving,250.48,Banking,🏦
LOG_1199,2026-01-07,sq *local coffee shop,11.67,Missed Subscriptions,📺
LOG_1060,2026-01-08,at&t wireless phone ref #4358,216.05,Utilities,⚡️
LOG_1370,2026-01-08,POS DEBIT 12/24/2025 terminal 482 ref #2960,260.03,E-Commerce & ACH,💳
LOG_1492,2026-01-08,amzn prime video ref #7885,231.29,Subscriptions,📺
LOG_1338,2026-01-08,uber eats delivery,199.5,Dining,🍔
LOG_1031,2026-01-08,chase credit card auto-pay,210.44,Banking,🏦
LOG_1322,2026-01-08,hulu no ads ref #8674,279.57,Subscriptions,📺
LOG_1425,2026-01-08,amzn prime video ref #9426,481.04,Subscriptions,📺
LOG_1088,2026-01-08,mcdonalds doordash ref #8262,439.95,Dining,🍔
LOG_1378,2026-01-08,disney+ subscription fee,164.19,Local POS & Retail,🏪
LOG_1356,2026-01-08,POS DEBIT 12/24/2025 terminal 482 ref #1101,335.84,E-Commerce & ACH,💳
LOG_1189,2026-01-08,whole foods market,142.63,Dining,🍔
LOG_1276,2026-01-08,sq *local coffee shop,9.24,Missed Subscriptions,📺
LOG_1262,2026-01-08,trader joes grocery ref #3871,225.87,Dining,🍔
LOG_1131,2026-01-08,chase credit card auto-pay ref #6999,406.67,Banking,🏦
LOG_1260,2026-01-08,atm withdrawal,409.17,Banking,🏦
LOG_1259,2026-01-08,uber eats delivery ref #8326,171.88,Dining,🍔
LOG_1136,2026-01-08,at&t wireless phone ref #7208,114.66,Utilities,⚡️
LOG_1166,2026-01-08,transfer to saving,488.25,Banking,🏦
LOG_1248,2026-01-08,Netflix monthly charge ref #4708,5.12,Subscriptions,📺
LOG_1221,2026-01-08,sq *local coffee shop ref #9824,399.98,Missed Subscriptions,📺
LOG_1269,2026-01-09,uber eats delivery ref #7260,118.71,Dining,🍔
LOG_1398,2026-01-09,wire transfer fee ref #5719,458.21,Banking,🏦
LOG_1448,2026-01-09,sq *local coffee shop,388.32,Missed Subscriptions,📺
LOG_1494,2026-01-09,ach web payment random stuff,496.2,E-Commerce & ACH,💳
LOG_1376,2026-01-09,POS DEBIT 12/24/2025 terminal 482 ref #8668,284.26,E-Commerce & ACH,💳
LOG_1442,2026-01-09,disney+ subscription fee,245.69,Local POS & Retail,🏪
LOG_1057,2026-01-09,amzn prime video ref #6897,93.5,Subscriptions,📺
LOG_1402,2026-01-09,comcast internet bill ref #1759,216.45,Utilities,⚡️
LOG_1476,2026-01-09,sq *local coffee shop ref #7442,263.91,Missed Subscriptions,📺
LOG_1246,2026-01-09,mcdonalds doordash,36.38,Dining,🍔
LOG_1148,2026-01-09,comcast internet bill,242.81,Utilities,⚡️
LOG_1142,2026-01-09,chase credit card auto-pay,438.16,Banking,🏦
LOG_1225,2026-01-09,hulu no ads ref #8340,29.78,Subscriptions,📺
LOG_1000,2026-01-09,POS DEBIT 12/24/2025 terminal 482,410.9,E-Commerce & ACH,💳
